age,workclass,education,education.num,marital.status,occupation,relationship,race,sex,capital.gain,capital.loss,hours.per.week,native.country
21,Private,HS-grad,9,Never-married,Machine-op-inspct,Own-child,White,Female,0,0,40,Peru
25,Private,Bachelors,13,Never-married,Sales,Own-child,White,Female,0,0,40,United-States
20,Private,Some-college,10,Never-married,Sales,Own-child,White,Female,0,0,20,United-States
46,Private,Some-college,10,Separated,Adm-clerical,Unmarried,White,Female,0,0,40,United-States
48,Private,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,40,Ireland
56,Self-emp-not-inc,HS-grad,9,Divorced,Other-service,Not-in-family,White,Male,0,0,50,United-States
30,State-gov,Bachelors,13,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,72,United-States
28,Private,10th,6,Never-married,Farming-fishing,Other-relative,White,Male,0,0,35,Mexico
29,Self-emp-not-inc,HS-grad,9,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,40,United-States
36,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
24,Private,12th,8,Never-married,Sales,Not-in-family,White,Male,0,0,40,United-States
29,Private,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,45,United-States
69,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,24,United-States
33,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
28,Private,Assoc-acdm,12,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,45,United-States
49,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States
33,Private,Some-college,10,Divorced,Sales,Not-in-family,White,Female,0,0,25,United-States
29,Private,HS-grad,9,Never-married,Exec-managerial,Not-in-family,White,Male,2174,0,50,United-States
41,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States
41,Private,Assoc-voc,11,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States
31,Private,Some-college,10,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States
39,Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1848,45,United-States
38,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States
55,Private,Some-college,10,Divorced,Other-service,Not-in-family,White,Female,0,0,20,United-States
27,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,53,United-States
25,Private,HS-grad,9,Never-married,Exec-managerial,Other-relative,White,Male,0,0,40,United-States
54,Private,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,15024,0,45,United-States
32,Private,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States
53,Self-emp-not-inc,Prof-school,15,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,60,United-States
33,State-gov,HS-grad,9,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States
28,Private,Assoc-voc,11,Divorced,Exec-managerial,Not-in-family,White,Male,10520,0,50,United-States
36,Private,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States
28,Private,Bachelors,13,Never-married,Adm-clerical,Own-child,White,Female,0,0,16,El-Salvador
42,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,Asian-Pac-Islander,Female,0,0,27,Taiwan
33,Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,Canada
64,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,20,United-States
36,Private,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States
49,State-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States
27,Private,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,Female,0,0,40,United-States
37,Private,9th,5,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,65,United-States
49,State-gov,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States
43,Local-gov,HS-grad,9,Divorced,Protective-serv,Unmarried,White,Female,0,0,40,United-States
24,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,United-States
25,Private,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States
24,Private,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States
27,Private,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,56,United-States
24,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,40,United-States
38,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,70,United-States
21,Private,Some-college,10,Never-married,Other-service,Own-child,White,Male,0,0,24,United-States
80,Self-emp-not-inc,7th-8th,4,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,30,United-States
33,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,60,United-States
38,State-gov,Masters,14,Never-married,Prof-specialty,Other-relative,White,Female,0,0,40,United-States
18,Private,HS-grad,9,Never-married,Other-service,Own-child,White,Male,0,0,12,United-States
35,State-gov,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,Black,Male,0,0,40,United-States
39,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,45,United-States
32,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States
19,Private,12th,8,Never-married,Handlers-cleaners,Own-child,Amer-Indian-Eskimo,Male,0,0,20,United-States
49,Private,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States
46,Private,Assoc-voc,11,Divorced,Tech-support,Other-relative,White,Female,0,0,36,United-States
43,Federal-gov,Assoc-acdm,12,Married-civ-spouse,Prof-specialty,Wife,Black,Female,0,0,40,United-States
26,Private,HS-grad,9,Separated,Adm-clerical,Unmarried,White,Female,0,0,40,United-States
85,Private,HS-grad,9,Widowed,Sales,Unmarried,White,Male,0,0,35,United-States
53,Local-gov,9th,5,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States
35,Private,Assoc-voc,11,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States
26,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,2051,40,United-States
24,Private,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States
25,Private,Some-college,10,Never-married,Sales,Own-child,Black,Female,3418,0,30,United-States
33,Private,7th-8th,4,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,40,Mexico
20,Private,HS-grad,9,Never-married,Sales,Not-in-family,White,Male,0,0,40,United-States
34,State-gov,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,38,United-States
31,Private,HS-grad,9,Never-married,Other-service,Unmarried,White,Female,0,0,8,United-States
20,Private,Some-college,10,Never-married,Other-service,Own-child,White,Male,0,0,30,United-States
50,Private,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States
44,Private,Assoc-acdm,12,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States
40,Private,Some-college,10,Separated,Exec-managerial,Unmarried,White,Female,0,0,40,United-States
29,State-gov,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States
44,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,70,United-States
56,Private,Bachelors,13,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,48,United-States
55,Self-emp-inc,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,45,United-States
55,Private,11th,7,Never-married,Machine-op-inspct,Not-in-family,Black,Female,0,0,40,United-States
40,Private,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
65,Local-gov,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
51,Local-gov,HS-grad,9,Married-spouse-absent,Handlers-cleaners,Unmarried,White,Male,0,0,40,United-States
53,Private,7th-8th,4,Never-married,Transport-moving,Not-in-family,Amer-Indian-Eskimo,Male,0,0,40,United-States
34,Private,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States
50,Self-emp-not-inc,7th-8th,4,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,United-States
27,State-gov,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States
58,Private,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,Mexico
35,Self-emp-not-inc,Masters,14,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States
40,Federal-gov,Some-college,10,Divorced,Exec-managerial,Not-in-family,Black,Female,0,0,40,United-States
41,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States
33,Private,11th,7,Never-married,Handlers-cleaners,Own-child,Black,Male,0,0,40,United-States
27,Private,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States
35,Private,Bachelors,13,Married-civ-spouse,Other-service,Wife,White,Female,0,0,24,Poland
51,Local-gov,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,4386,0,40,United-States
30,Local-gov,Bachelors,13,Never-married,Prof-specialty,Not-in-family,Black,Female,0,0,40,Germany
36,Private,Some-college,10,Divorced,Adm-clerical,Unmarried,Black,Female,0,0,40,United-States
27,Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,0,0,40,United-States
64,Federal-gov,Assoc-acdm,12,Married-civ-spouse,Other-service,Husband,Asian-Pac-Islander,Male,0,0,40,United-States
22,Private,HS-grad,9,Never-married,Sales,Not-in-family,White,Female,0,0,37,United-States
50,Self-emp-not-inc,Masters,14,Married-civ-spouse,Farming-fishing,Husband,White,Male,2407,0,98,United-States
46,Self-emp-inc,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United-States
35,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,United-States
22,Private,HS-grad,9,Never-married,Tech-support,Not-in-family,White,Female,0,0,40,United-States
39,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States
55,Private,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States
27,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
37,Federal-gov,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Male,7298,0,40,Philippines
25,Federal-gov,HS-grad,9,Never-married,Adm-clerical,Own-child,Black,Male,0,0,40,United-States
48,State-gov,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,15024,0,40,United-States
35,Private,HS-grad,9,Separated,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States
38,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Italy
25,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,50,United-States
33,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Own-child,White,Male,0,0,55,United-States
48,Private,Assoc-acdm,12,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,44,United-States
43,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States
37,Private,Assoc-acdm,12,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,United-States
24,Private,Some-college,10,Never-married,Prof-specialty,Not-in-family,Black,Male,0,0,40,United-States
37,Private,Assoc-voc,11,Never-married,Other-service,Not-in-family,White,Male,0,0,40,United-States
26,Private,HS-grad,9,Never-married,Craft-repair,Not-in-family,Black,Male,0,0,40,United-States
23,Private,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States
52,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States
26,Self-emp-inc,HS-grad,9,Separated,Sales,Unmarried,White,Female,0,0,20,Honduras
24,Self-emp-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States
36,Private,9th,5,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States
62,Self-emp-not-inc,Masters,14,Divorced,Prof-specialty,Unmarried,White,Female,0,0,32,United-States
28,Private,Assoc-acdm,12,Never-married,Sales,Own-child,White,Female,0,0,35,United-States
58,Private,9th,5,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,0,0,60,United-States
40,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,Dominican-Republic
53,Federal-gov,Some-college,10,Divorced,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States
54,Federal-gov,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States
29,Private,Bachelors,13,Never-married,Tech-support,Not-in-family,White,Male,0,0,40,United-States
31,Private,10th,6,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States
21,State-gov,Some-college,10,Never-married,Tech-support,Own-child,White,Female,0,0,10,United-States
54,Private,Some-college,10,Never-married,Sales,Not-in-family,Black,Male,0,0,41,United-States
21,Private,10th,6,Never-married,Other-service,Not-in-family,White,Female,0,0,35,United-States
28,Private,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States
72,Private,HS-grad,9,Widowed,Adm-clerical,Not-in-family,White,Female,6360,0,40,United-States
32,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,1902,32,United-States
25,Private,Assoc-acdm,12,Divorced,Adm-clerical,Not-in-family,Black,Female,0,0,45,United-States
23,Private,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,Black,Male,0,0,40,United-States
44,Self-emp-not-inc,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,99999,0,50,United-States
56,Self-emp-inc,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States
41,Private,Assoc-acdm,12,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States
29,Private,Assoc-acdm,12,Never-married,Machine-op-inspct,Unmarried,White,Male,0,0,45,United-States
24,Private,11th,7,Never-married,Transport-moving,Own-child,White,Male,0,0,39,United-States
46,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1902,50,United-States
41,Private,HS-grad,9,Separated,Craft-repair,Not-in-family,Black,Male,0,0,40,United-States
40,Private,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States
29,Private,Masters,14,Married-civ-spouse,Sales,Husband,White,Male,0,0,20,United-States
30,Local-gov,HS-grad,9,Never-married,Protective-serv,Not-in-family,White,Male,0,0,40,United-States
33,Private,10th,6,Never-married,Other-service,Own-child,Black,Male,0,0,20,United-States
48,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States
44,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United-States
25,State-gov,Some-college,10,Never-married,Craft-repair,Not-in-family,White,Male,0,0,20,United-States
22,Private,HS-grad,9,Never-married,Handlers-cleaners,Own-child,Amer-Indian-Eskimo,Male,0,0,40,United-States
36,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States
21,Private,Some-college,10,Never-married,Prof-specialty,Own-child,White,Female,0,0,25,United-States
46,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,India
40,Local-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,48,United-States
36,Private,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States
25,Private,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States
22,Private,HS-grad,9,Never-married,Sales,Own-child,Black,Female,0,0,40,United-States
33,Private,Bachelors,13,Separated,Sales,Not-in-family,White,Female,0,0,50,United-States
33,Private,HS-grad,9,Never-married,Adm-clerical,Own-child,Black,Female,0,0,40,United-States
30,Private,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,0,0,35,United-States
37,Private,Assoc-voc,11,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States
19,Private,Some-college,10,Never-married,Other-service,Own-child,White,Male,0,0,20,United-States
51,Private,Assoc-acdm,12,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States
60,Private,HS-grad,9,Widowed,Other-service,Unmarried,Black,Female,0,0,40,United-States
51,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,40,United-States
46,Private,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States
35,Private,7th-8th,4,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,Mexico
31,Federal-gov,HS-grad,9,Never-married,Machine-op-inspct,Unmarried,White,Female,0,0,40,United-States
57,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States
27,Private,5th-6th,3,Never-married,Other-service,Not-in-family,White,Male,0,0,75,Mexico
41,Private,HS-grad,9,Divorced,Transport-moving,Unmarried,White,Male,7443,0,40,United-States
54,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,44,United-States
